Id,Type,Vessel,Dir,Origin,Destination,Dep_Date,Arr_Date,Code,Trip ID
324,CHOPPER,HN,IN,JAS,UTP,2025-06-30,2025-06-30,N-IN,C-HN-JAS:06/30 > UTP:06/30
325,CHOPPER,HS,OUT,SKL,NY,2025-07-02,2025-07-02,S-OUT,C-HS-SKL:07/02 > NY:07/02
326,CHOPPER,HS,IN,NY,SKL,2025-07-02,2025-07-02,S-IN,C-HS-NY:07/02 > SKL:07/02
327,CHOPPER,HS,OUT,SKL,WN,2025-07-02,2025-07-02,S-OUT,C-HS-SKL:07/02 > WN:07/02
328,CHOPPER,HS,IN,WN,SKL,2025-07-02,2025-07-02,S-IN,C-HS-WN:07/02 > SKL:07/02
329,CHOPPER,HN,OUT,UTP,JAS,2025-07-03,2025-07-03,N-OUT,C-HN-UTP:07/03 > JAS:07/03
330,CHOPPER,HN,IN,JAS,UTP,2025-07-03,2025-07-03,N-IN,C-HN-JAS:07/03 > UTP:07/03
331,CHOPPER,HS,OUT,SKL,WN,2025-07-04,2025-07-04,S-OUT,C-HS-SKL:07/04 > WN:07/04
332,CHOPPER,HS,IN,WN,SKL,2025-07-04,2025-07-04,S-IN,C-HS-WN:07/04 > SKL:07/04
333,CHOPPER,HN,OUT,UTP,JAS,2025-07-05,2025-07-05,N-OUT,C-HN-UTP:07/05 > JAS:07/05
334,CHOPPER,HN,IN,JAS,UTP,2025-07-05,2025-07-05,N-IN,C-HN-JAS:07/05 > UTP:07/05
335,CHOPPER,HN,OUT,UTP,MNA,2025-07-05,2025-07-05,N-OUT,C-HN-UTP:07/05 > MNA:07/05
336,CHOPPER,HN,IN,MNA,UTP,2025-07-05,2025-07-05,N-IN,C-HN-MNA:07/05 > UTP:07/05
337,CHOPPER,HS,OUT,SKL,NY,2025-07-05,2025-07-05,S-OUT,C-HS-SKL:07/05 > NY:07/05
338,CHOPPER,HS,IN,NY,SKL,2025-07-05,2025-07-05,S-IN,C-HS-NY:07/05 > SKL:07/05
339,CHOPPER,HN,OUT,UTP,JAS,2025-07-07,2025-07-07,N-OUT,C-HN-UTP:07/07 > JAS:07/07
340,CHOPPER,HN,IN,JAS,UTP,2025-07-07,2025-07-07,N-IN,C-HN-JAS:07/07 > UTP:07/07
341,CHOPPER,HN,OUT,UTP,MNA,2025-07-07,2025-07-07,N-OUT,C-HN-UTP:07/07 > MNA:07/07
342,CHOPPER,HN,IN,MNA,UTP,2025-07-07,2025-07-07,N-IN,C-HN-MNA:07/07 > UTP:07/07
343,CHOPPER,HS,OUT,SKL,NY,2025-07-09,2025-07-09,S-OUT,C-HS-SKL:07/09 > NY:07/09
344,CHOPPER,HS,IN,NY,SKL,2025-07-09,2025-07-09,S-IN,C-HS-NY:07/09 > SKL:07/09
345,CHOPPER,HS,OUT,SKL,WN,2025-07-09,2025-07-09,S-OUT,C-HS-SKL:07/09 > WN:07/09
346,CHOPPER,HS,IN,WN,SKL,2025-07-09,2025-07-09,S-IN,C-HS-WN:07/09 > SKL:07/09
347,CHOPPER,HN,OUT,UTP,JAS,2025-07-10,2025-07-10,N-OUT,C-HN-UTP:07/10 > JAS:07/10
348,CHOPPER,HN,IN,JAS,UTP,2025-07-10,2025-07-10,N-IN,C-HN-JAS:07/10 > UTP:07/10
349,CHOPPER,HN,OUT,UTP,JAS,2025-07-12,2025-07-12,N-OUT,C-HN-UTP:07/12 > JAS:07/12
350,CHOPPER,HN,IN,JAS,UTP,2025-07-12,2025-07-12,N-IN,C-HN-JAS:07/12 > UTP:07/12
351,CHOPPER,HN,OUT,UTP,MNA,2025-07-12,2025-07-12,N-OUT,C-HN-UTP:07/12 > MNA:07/12
352,CHOPPER,HN,IN,MNA,UTP,2025-07-12,2025-07-12,N-IN,C-HN-MNA:07/12 > UTP:07/12
353,CHOPPER,HN,OUT,UTP,JAS,2025-07-14,2025-07-14,N-OUT,C-HN-UTP:07/14 > JAS:07/14
354,CHOPPER,HN,IN,JAS,UTP,2025-07-14,2025-07-14,N-IN,C-HN-JAS:07/14 > UTP:07/14
355,CHOPPER,HS,OUT,SKL,NY,2025-07-16,2025-07-16,S-OUT,C-HS-SKL:07/16 > NY:07/16
356,CHOPPER,HS,IN,NY,SKL,2025-07-16,2025-07-16,S-IN,C-HS-NY:07/16 > SKL:07/16
357,CHOPPER,HS,OUT,SKL,WN,2025-07-16,2025-07-16,S-OUT,C-HS-SKL:07/16 > WN:07/16
358,CHOPPER,HS,IN,WN,SKL,2025-07-16,2025-07-16,S-IN,C-HS-WN:07/16 > SKL:07/16
359,CHOPPER,HN,OUT,UTP,JAS,2025-07-17,2025-07-17,N-OUT,C-HN-UTP:07/17 > JAS:07/17
360,CHOPPER,HN,IN,JAS,UTP,2025-07-17,2025-07-17,N-IN,C-HN-JAS:07/17 > UTP:07/17
361,CHOPPER,HS,OUT,SKL,WN,2025-07-18,2025-07-18,S-OUT,C-HS-SKL:07/18 > WN:07/18
362,CHOPPER,HS,IN,WN,SKL,2025-07-18,2025-07-18,S-IN,C-HS-WN:07/18 > SKL:07/18
363,CHOPPER,HN,OUT,UTP,JAS,2025-07-19,2025-07-19,N-OUT,C-HN-UTP:07/19 > JAS:07/19
364,CHOPPER,HN,IN,JAS,UTP,2025-07-19,2025-07-19,N-IN,C-HN-JAS:07/19 > UTP:07/19
365,CHOPPER,HN,OUT,UTP,MNA,2025-07-19,2025-07-19,N-OUT,C-HN-UTP:07/19 > MNA:07/19
366,CHOPPER,HN,IN,MNA,UTP,2025-07-19,2025-07-19,N-IN,C-HN-MNA:07/19 > UTP:07/19
367,CHOPPER,HN,OUT,UTP,JAS,2025-07-21,2025-07-21,N-OUT,C-HN-UTP:07/21 > JAS:07/21
368,CHOPPER,HN,IN,JAS,UTP,2025-07-21,2025-07-21,N-IN,C-HN-JAS:07/21 > UTP:07/21
369,CHOPPER,HN,OUT,UTP,MNA,2025-07-21,2025-07-21,N-OUT,C-HN-UTP:07/21 > MNA:07/21
370,CHOPPER,HN,IN,MNA,UTP,2025-07-21,2025-07-21,N-IN,C-HN-MNA:07/21 > UTP:07/21
371,CHOPPER,HS,OUT,SKL,NY,2025-07-23,2025-07-23,S-OUT,C-HS-SKL:07/23 > NY:07/23
372,CHOPPER,HS,IN,NY,SKL,2025-07-23,2025-07-23,S-IN,C-HS-NY:07/23 > SKL:07/23
373,CHOPPER,HS,OUT,SKL,WN,2025-07-23,2025-07-23,S-OUT,C-HS-SKL:07/23 > WN:07/23
374,CHOPPER,HS,IN,WN,SKL,2025-07-23,2025-07-23,S-IN,C-HS-WN:07/23 > SKL:07/23
375,CHOPPER,HS,OUT,SKL,WN,2025-07-25,2025-07-25,S-OUT,C-HS-SKL:07/25 > WN:07/25
376,CHOPPER,HS,IN,WN,SKL,2025-07-25,2025-07-25,S-IN,C-HS-WN:07/25 > SKL:07/25
377,CHOPPER,HN,OUT,UTP,JAS,2025-07-26,2025-07-26,N-OUT,C-HN-UTP:07/26 > JAS:07/26
378,CHOPPER,HN,IN,JAS,UTP,2025-07-26,2025-07-26,N-IN,C-HN-JAS:07/26 > UTP:07/26
379,CHOPPER,HN,OUT,UTP,MNA,2025-07-26,2025-07-26,N-OUT,C-HN-UTP:07/26 > MNA:07/26
380,CHOPPER,HN,IN,MNA,UTP,2025-07-26,2025-07-26,N-IN,C-HN-MNA:07/26 > UTP:07/26
381,CHOPPER,HS,OUT,SKL,NY,2025-07-26,2025-07-26,S-OUT,C-HS-SKL:07/26 > NY:07/26
382,CHOPPER,HS,IN,NY,SKL,2025-07-26,2025-07-26,S-IN,C-HS-NY:07/26 > SKL:07/26
383,CHOPPER,HN,OUT,UTP,JAS,2025-07-28,2025-07-28,N-OUT,C-HN-UTP:07/28 > JAS:07/28
384,CHOPPER,HN,IN,JAS,UTP,2025-07-28,2025-07-28,N-IN,C-HN-JAS:07/28 > UTP:07/28
385,CHOPPER,HS,OUT,SKL,NY,2025-07-30,2025-07-30,S-OUT,C-HS-SKL:07/30 > NY:07/30
386,CHOPPER,HS,IN,NY,SKL,2025-07-30,2025-07-30,S-IN,C-HS-NY:07/30 > SKL:07/30
387,CHOPPER,HS,OUT,SKL,WN,2025-07-30,2025-07-30,S-OUT,C-HS-SKL:07/30 > WN:07/30
388,CHOPPER,HS,IN,WN,SKL,2025-07-30,2025-07-30,S-IN,C-HS-WN:07/30 > SKL:07/30
389,CHOPPER,HN,OUT,UTP,JAS,2025-07-31,2025-07-31,N-OUT,C-HN-UTP:07/31 > JAS:07/31
390,CHOPPER,HN,IN,JAS,UTP,2025-07-31,2025-07-31,N-IN,C-HN-JAS:07/31 > UTP:07/31
391,CHOPPER,HS,OUT,SKL,WN,2025-08-01,2025-08-01,S-OUT,C-HS-SKL:08/01 > WN:08/01
392,CHOPPER,HS,IN,WN,SKL,2025-08-01,2025-08-01,S-IN,C-HS-WN:08/01 > SKL:08/01
393,CHOPPER,HN,OUT,UTP,JAS,2025-08-02,2025-08-02,N-OUT,C-HN-UTP:08/02 > JAS:08/02
394,CHOPPER,HN,IN,JAS,UTP,2025-08-02,2025-08-02,N-IN,C-HN-JAS:08/02 > UTP:08/02
395,CHOPPER,HN,OUT,UTP,MNA,2025-08-02,2025-08-02,N-OUT,C-HN-UTP:08/02 > MNA:08/02
396,CHOPPER,HN,IN,MNA,UTP,2025-08-02,2025-08-02,N-IN,C-HN-MNA:08/02 > UTP:08/02
397,CHOPPER,HN,OUT,UTP,JAS,2025-08-04,2025-08-04,N-OUT,C-HN-UTP:08/04 > JAS:08/04
398,CHOPPER,HN,IN,JAS,UTP,2025-08-04,2025-08-04,N-IN,C-HN-JAS:08/04 > UTP:08/04
399,CHOPPER,HN,OUT,UTP,MNA,2025-08-04,2025-08-04,N-OUT,C-HN-UTP:08/04 > MNA:08/04
400,CHOPPER,HN,IN,MNA,UTP,2025-08-04,2025-08-04,N-IN,C-HN-MNA:08/04 > UTP:08/04
401,CHOPPER,HS,OUT,SKL,NY,2025-08-06,2025-08-06,S-OUT,C-HS-SKL:08/06 > NY:08/06
402,CHOPPER,HS,IN,NY,SKL,2025-08-06,2025-08-06,S-IN,C-HS-NY:08/06 > SKL:08/06
403,CHOPPER,HS,OUT,SKL,WN,2025-08-06,2025-08-06,S-OUT,C-HS-SKL:08/06 > WN:08/06
404,CHOPPER,HS,IN,WN,SKL,2025-08-06,2025-08-06,S-IN,C-HS-WN:08/06 > SKL:08/06
405,CHOPPER,HN,OUT,UTP,JAS,2025-08-09,2025-08-09,N-OUT,C-HN-UTP:08/09 > JAS:08/09
406,CHOPPER,HN,IN,JAS,UTP,2025-08-09,2025-08-09,N-IN,C-HN-JAS:08/09 > UTP:08/09
407,CHOPPER,HN,OUT,UTP,MNA,2025-08-09,2025-08-09,N-OUT,C-HN-UTP:08/09 > MNA:08/09
408,CHOPPER,HN,IN,MNA,UTP,2025-08-09,2025-08-09,N-IN,C-HN-MNA:08/09 > UTP:08/09
409,CHOPPER,HN,OUT,UTP,JAS,2025-08-11,2025-08-11,N-OUT,C-HN-UTP:08/11 > JAS:08/11
410,CHOPPER,HN,IN,JAS,UTP,2025-08-11,2025-08-11,N-IN,C-HN-JAS:08/11 > UTP:08/11
411,CHOPPER,HS,OUT,SKL,NY,2025-08-13,2025-08-13,S-OUT,C-HS-SKL:08/13 > NY:08/13
412,CHOPPER,HS,IN,NY,SKL,2025-08-13,2025-08-13,S-IN,C-HS-NY:08/13 > SKL:08/13
413,CHOPPER,HS,OUT,SKL,WN,2025-08-13,2025-08-13,S-OUT,C-HS-SKL:08/13 > WN:08/13
414,CHOPPER,HS,IN,WN,SKL,2025-08-13,2025-08-13,S-IN,C-HS-WN:08/13 > SKL:08/13
415,CHOPPER,HN,OUT,UTP,JAS,2025-08-14,2025-08-14,N-OUT,C-HN-UTP:08/14 > JAS:08/14
416,CHOPPER,HN,IN,JAS,UTP,2025-08-14,2025-08-14,N-IN,C-HN-JAS:08/14 > UTP:08/14
417,CHOPPER,HS,OUT,SKL,WN,2025-08-15,2025-08-15,S-OUT,C-HS-SKL:08/15 > WN:08/15
418,CHOPPER,HS,IN,WN,SKL,2025-08-15,2025-08-15,S-IN,C-HS-WN:08/15 > SKL:08/15
419,CHOPPER,HN,OUT,UTP,JAS,2025-08-16,2025-08-16,N-OUT,C-HN-UTP:08/16 > JAS:08/16
420,CHOPPER,HN,IN,JAS,UTP,2025-08-16,2025-08-16,N-IN,C-HN-JAS:08/16 > UTP:08/16
421,CHOPPER,HN,OUT,UTP,MNA,2025-08-16,2025-08-16,N-OUT,C-HN-UTP:08/16 > MNA:08/16
422,CHOPPER,HN,IN,MNA,UTP,2025-08-16,2025-08-16,N-IN,C-HN-MNA:08/16 > UTP:08/16
423,CHOPPER,HS,OUT,SKL,NY,2025-08-16,2025-08-16,S-OUT,C-HS-SKL:08/16 > NY:08/16
424,CHOPPER,HS,IN,NY,SKL,2025-08-16,2025-08-16,S-IN,C-HS-NY:08/16 > SKL:08/16
425,CHOPPER,HN,OUT,UTP,JAS,2025-08-18,2025-08-18,N-OUT,C-HN-UTP:08/18 > JAS:08/18
426,CHOPPER,HN,IN,JAS,UTP,2025-08-18,2025-08-18,N-IN,C-HN-JAS:08/18 > UTP:08/18
427,CHOPPER,HN,OUT,UTP,MNA,2025-08-18,2025-08-18,N-OUT,C-HN-UTP:08/18 > MNA:08/18
428,CHOPPER,HN,IN,MNA,UTP,2025-08-18,2025-08-18,N-IN,C-HN-MNA:08/18 > UTP:08/18
429,CHOPPER,HS,OUT,SKL,NY,2025-08-20,2025-08-20,S-OUT,C-HS-SKL:08/20 > NY:08/20
430,CHOPPER,HS,IN,NY,SKL,2025-08-20,2025-08-20,S-IN,C-HS-NY:08/20 > SKL:08/20
431,CHOPPER,HS,OUT,SKL,WN,2025-08-20,2025-08-20,S-OUT,C-HS-SKL:08/20 > WN:08/20
432,CHOPPER,HS,IN,WN,SKL,2025-08-20,2025-08-20,S-IN,C-HS-WN:08/20 > SKL:08/20
433,CHOPPER,HN,OUT,UTP,JAS,2025-08-21,2025-08-21,N-OUT,C-HN-UTP:08/21 > JAS:08/21
434,CHOPPER,HN,IN,JAS,UTP,2025-08-21,2025-08-21,N-IN,C-HN-JAS:08/21 > UTP:08/21
435,CHOPPER,HS,OUT,SKL,WN,2025-08-22,2025-08-22,S-OUT,C-HS-SKL:08/22 > WN:08/22
436,CHOPPER,HS,IN,WN,SKL,2025-08-22,2025-08-22,S-IN,C-HS-WN:08/22 > SKL:08/22
437,CHOPPER,HN,OUT,UTP,JAS,2025-08-23,2025-08-23,N-OUT,C-HN-UTP:08/23 > JAS:08/23
438,CHOPPER,HN,IN,JAS,UTP,2025-08-23,2025-08-23,N-IN,C-HN-JAS:08/23 > UTP:08/23
439,CHOPPER,HN,OUT,UTP,MNA,2025-08-23,2025-08-23,N-OUT,C-HN-UTP:08/23 > MNA:08/23
440,CHOPPER,HN,IN,MNA,UTP,2025-08-23,2025-08-23,N-IN,C-HN-MNA:08/23 > UTP:08/23
441,CHOPPER,HS,OUT,SKL,NY,2025-08-23,2025-08-23,S-OUT,C-HS-SKL:08/23 > NY:08/23
442,CHOPPER,HS,IN,NY,SKL,2025-08-23,2025-08-23,S-IN,C-HS-NY:08/23 > SKL:08/23
443,CHOPPER,HN,OUT,UTP,JAS,2025-08-25,2025-08-25,N-OUT,C-HN-UTP:08/25 > JAS:08/25
444,CHOPPER,HN,IN,JAS,UTP,2025-08-25,2025-08-25,N-IN,C-HN-JAS:08/25 > UTP:08/25
445,CHOPPER,HS,OUT,SKL,NY,2025-08-27,2025-08-27,S-OUT,C-HS-SKL:08/27 > NY:08/27
446,CHOPPER,HS,IN,NY,SKL,2025-08-27,2025-08-27,S-IN,C-HS-NY:08/27 > SKL:08/27
447,CHOPPER,HS,OUT,SKL,WN,2025-08-27,2025-08-27,S-OUT,C-HS-SKL:08/27 > WN:08/27
448,CHOPPER,HS,IN,WN,SKL,2025-08-27,2025-08-27,S-IN,C-HS-WN:08/27 > SKL:08/27
449,CHOPPER,HN,OUT,UTP,JAS,2025-08-28,2025-08-28,N-OUT,C-HN-UTP:08/28 > JAS:08/28
450,CHOPPER,HN,IN,JAS,UTP,2025-08-28,2025-08-28,N-IN,C-HN-JAS:08/28 > UTP:08/28
451,CHOPPER,HS,OUT,SKL,WN,2025-08-29,2025-08-29,S-OUT,C-HS-SKL:08/29 > WN:08/29
452,CHOPPER,HS,IN,WN,SKL,2025-08-29,2025-08-29,S-IN,C-HS-WN:08/29 > SKL:08/29
453,CHOPPER,HN,OUT,UTP,JAS,2025-08-30,2025-08-30,N-OUT,C-HN-UTP:08/30 > JAS:08/30
454,CHOPPER,HN,IN,JAS,UTP,2025-08-30,2025-08-30,N-IN,C-HN-JAS:08/30 > UTP:08/30
455,CHOPPER,HN,OUT,UTP,MNA,2025-08-30,2025-08-30,N-OUT,C-HN-UTP:08/30 > MNA:08/30
456,CHOPPER,HN,IN,MNA,UTP,2025-08-30,2025-08-30,N-IN,C-HN-MNA:08/30 > UTP:08/30
457,CHOPPER,HN,OUT,UTP,JAS,2025-09-01,2025-09-01,N-OUT,C-HN-UTP:09/01 > JAS:09/01
458,CHOPPER,HN,IN,JAS,UTP,2025-09-01,2025-09-01,N-IN,C-HN-JAS:09/01 > UTP:09/01
459,CHOPPER,HN,OUT,UTP,MNA,2025-09-01,2025-09-01,N-OUT,C-HN-UTP:09/01 > MNA:09/01
460,CHOPPER,HN,IN,MNA,UTP,2025-09-01,2025-09-01,N-IN,C-HN-MNA:09/01 > UTP:09/01
461,CHOPPER,HS,OUT,SKL,NY,2025-09-03,2025-09-03,S-OUT,C-HS-SKL:09/03 > NY:09/03
462,CHOPPER,HS,IN,NY,SKL,2025-09-03,2025-09-03,S-IN,C-HS-NY:09/03 > SKL:09/03
463,CHOPPER,HS,OUT,SKL,WN,2025-09-03,2025-09-03,S-OUT,C-HS-SKL:09/03 > WN:09/03
464,CHOPPER,HS,IN,WN,SKL,2025-09-03,2025-09-03,S-IN,C-HS-WN:09/03 > SKL:09/03
465,CHOPPER,HN,OUT,UTP,JAS,2025-09-06,2025-09-06,N-OUT,C-HN-UTP:09/06 > JAS:09/06
466,CHOPPER,HN,IN,JAS,UTP,2025-09-06,2025-09-06,N-IN,C-HN-JAS:09/06 > UTP:09/06
467,CHOPPER,HN,OUT,UTP,MNA,2025-09-06,2025-09-06,N-OUT,C-HN-UTP:09/06 > MNA:09/06
468,CHOPPER,HN,IN,MNA,UTP,2025-09-06,2025-09-06,N-IN,C-HN-MNA:09/06 > UTP:09/06
469,CHOPPER,HS,OUT,SKL,NY,2025-09-06,2025-09-06,S-OUT,C-HS-SKL:09/06 > NY:09/06
470,CHOPPER,HS,IN,NY,SKL,2025-09-06,2025-09-06,S-IN,C-HS-NY:09/06 > SKL:09/06
471,CHOPPER,HN,OUT,UTP,JAS,2025-09-08,2025-09-08,N-OUT,C-HN-UTP:09/08 > JAS:09/08
472,CHOPPER,HN,IN,JAS,UTP,2025-09-08,2025-09-08,N-IN,C-HN-JAS:09/08 > UTP:09/08
473,CHOPPER,HS,OUT,SKL,NY,2025-09-10,2025-09-10,S-OUT,C-HS-SKL:09/10 > NY:09/10
474,CHOPPER,HS,IN,NY,SKL,2025-09-10,2025-09-10,S-IN,C-HS-NY:09/10 > SKL:09/10
475,CHOPPER,HS,OUT,SKL,WN,2025-09-10,2025-09-10,S-OUT,C-HS-SKL:09/10 > WN:09/10
476,CHOPPER,HS,IN,WN,SKL,2025-09-10,2025-09-10,S-IN,C-HS-WN:09/10 > SKL:09/10
477,CHOPPER,HN,OUT,UTP,JAS,2025-09-11,2025-09-11,N-OUT,C-HN-UTP:09/11 > JAS:09/11
478,CHOPPER,HN,IN,JAS,UTP,2025-09-11,2025-09-11,N-IN,C-HN-JAS:09/11 > UTP:09/11
479,CHOPPER,HS,OUT,SKL,WN,2025-09-12,2025-09-12,S-OUT,C-HS-SKL:09/12 > WN:09/12
480,CHOPPER,HS,IN,WN,SKL,2025-09-12,2025-09-12,S-IN,C-HS-WN:09/12 > SKL:09/12
481,CHOPPER,HN,OUT,UTP,JAS,2025-09-13,2025-09-13,N-OUT,C-HN-UTP:09/13 > JAS:09/13
482,CHOPPER,HN,IN,JAS,UTP,2025-09-13,2025-09-13,N-IN,C-HN-JAS:09/13 > UTP:09/13
483,CHOPPER,HN,OUT,UTP,MNA,2025-09-13,2025-09-13,N-OUT,C-HN-UTP:09/13 > MNA:09/13
484,CHOPPER,HN,IN,MNA,UTP,2025-09-13,2025-09-13,N-IN,C-HN-MNA:09/13 > UTP:09/13
485,CHOPPER,HN,OUT,UTP,JAS,2025-09-15,2025-09-15,N-OUT,C-HN-UTP:09/15 > JAS:09/15
486,CHOPPER,HN,IN,JAS,UTP,2025-09-15,2025-09-15,N-IN,C-HN-JAS:09/15 > UTP:09/15
487,CHOPPER,HN,OUT,UTP,MNA,2025-09-15,2025-09-15,N-OUT,C-HN-UTP:09/15 > MNA:09/15
488,CHOPPER,HN,IN,MNA,UTP,2025-09-15,2025-09-15,N-IN,C-HN-MNA:09/15 > UTP:09/15
489,CHOPPER,HS,OUT,SKL,NY,2025-09-17,2025-09-17,S-OUT,C-HS-SKL:09/17 > NY:09/17
490,CHOPPER,HS,IN,NY,SKL,2025-09-17,2025-09-17,S-IN,C-HS-NY:09/17 > SKL:09/17
491,CHOPPER,HS,OUT,SKL,WN,2025-09-17,2025-09-17,S-OUT,C-HS-SKL:09/17 > WN:09/17
492,CHOPPER,HS,IN,WN,SKL,2025-09-17,2025-09-17,S-IN,C-HS-WN:09/17 > SKL:09/17
493,CHOPPER,HS,OUT,SKL,WN,2025-09-19,2025-09-19,S-OUT,C-HS-SKL:09/19 > WN:09/19
494,CHOPPER,HS,IN,WN,SKL,2025-09-19,2025-09-19,S-IN,C-HS-WN:09/19 > SKL:09/19
495,CHOPPER,HN,OUT,UTP,JAS,2025-09-20,2025-09-20,N-OUT,C-HN-UTP:09/20 > JAS:09/20
496,CHOPPER,HN,IN,JAS,UTP,2025-09-20,2025-09-20,N-IN,C-HN-JAS:09/20 > UTP:09/20
497,CHOPPER,HN,OUT,UTP,MNA,2025-09-20,2025-09-20,N-OUT,C-HN-UTP:09/20 > MNA:09/20
498,CHOPPER,HN,IN,MNA,UTP,2025-09-20,2025-09-20,N-IN,C-HN-MNA:09/20 > UTP:09/20
499,CHOPPER,HS,OUT,SKL,NY,2025-09-20,2025-09-20,S-OUT,C-HS-SKL:09/20 > NY:09/20
500,CHOPPER,HS,IN,NY,SKL,2025-09-20,2025-09-20,S-IN,C-HS-NY:09/20 > SKL:09/20
501,CHOPPER,HN,OUT,UTP,JAS,2025-09-22,2025-09-22,N-OUT,C-HN-UTP:09/22 > JAS:09/22
502,CHOPPER,HN,IN,JAS,UTP,2025-09-22,2025-09-22,N-IN,C-HN-JAS:09/22 > UTP:09/22
503,CHOPPER,HS,OUT,SKL,NY,2025-09-24,2025-09-24,S-OUT,C-HS-SKL:09/24 > NY:09/24
504,CHOPPER,HS,IN,NY,SKL,2025-09-24,2025-09-24,S-IN,C-HS-NY:09/24 > SKL:09/24
505,CHOPPER,HS,OUT,SKL,WN,2025-09-24,2025-09-24,S-OUT,C-HS-SKL:09/24 > WN:09/24
506,CHOPPER,HS,IN,WN,SKL,2025-09-24,2025-09-24,S-IN,C-HS-WN:09/24 > SKL:09/24
507,CHOPPER,HN,OUT,UTP,JAS,2025-09-25,2025-09-25,N-OUT,C-HN-UTP:09/25 > JAS:09/25
508,CHOPPER,HN,IN,JAS,UTP,2025-09-25,2025-09-25,N-IN,C-HN-JAS:09/25 > UTP:09/25
509,CHOPPER,HS,OUT,SKL,WN,2025-09-26,2025-09-26,S-OUT,C-HS-SKL:09/26 > WN:09/26
510,CHOPPER,HS,IN,WN,SKL,2025-09-26,2025-09-26,S-IN,C-HS-WN:09/26 > SKL:09/26
511,CHOPPER,HN,OUT,UTP,JAS,2025-09-27,2025-09-27,N-OUT,C-HN-UTP:09/27 > JAS:09/27
512,CHOPPER,HN,IN,JAS,UTP,2025-09-27,2025-09-27,N-IN,C-HN-JAS:09/27 > UTP:09/27
513,CHOPPER,HN,OUT,UTP,MNA,2025-09-27,2025-09-27,N-OUT,C-HN-UTP:09/27 > MNA:09/27
514,CHOPPER,HN,IN,MNA,UTP,2025-09-27,2025-09-27,N-IN,C-HN-MNA:09/27 > UTP:09/27
515,CHOPPER,HS,OUT,SKL,NY,2025-09-27,2025-09-27,S-OUT,C-HS-SKL:09/27 > NY:09/27
516,CHOPPER,HS,IN,NY,SKL,2025-09-27,2025-09-27,S-IN,C-HS-NY:09/27 > SKL:09/27
517,CHOPPER,HN,OUT,UTP,JAS,2025-09-29,2025-09-29,N-OUT,C-HN-UTP:09/29 > JAS:09/29
518,CHOPPER,HN,IN,JAS,UTP,2025-09-29,2025-09-29,N-IN,C-HN-JAS:09/29 > UTP:09/29
519,CHOPPER,HN,OUT,UTP,MNA,2025-09-29,2025-09-29,N-OUT,C-HN-UTP:09/29 > MNA:09/29
520,CHOPPER,HN,IN,MNA,UTP,2025-09-29,2025-09-29,N-IN,C-HN-MNA:09/29 > UTP:09/29
